0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,
97.73,82.51,67.99,61.28,67.19,78.60,72.39,77.53,78.39,59.93,44.65,29.88,45.25,41.89,38.31,34.29,32.27,39.55,26.62,24.90,23.74,21.42,24.82,20.92,18.54,17.58,18.59,15.84,14.78,15.27,16.10,98.83,101.15,77.94,68.66,70.92,70.90,63.52,56.18,51.39,56.54,53.01,48.94,30.12,42.46,33.58,35.88,32.78,29.70,24.55,28.81,23.74,26.05,23.46,21.27,20.21,20.69,18.00,19.48,18.01,17.03,14.97,84.84,80.29,75.74,73.23,74.50,64.49,57.72,83.43,69.44,58.33,54.23,50.19,46.71,47.68,33.41,58.20,24.35,24.08,32.96,24.49,23.59,23.66,22.88,20.38,21.92,18.66,18.22,17.52,17.33,16.89,13.37,106.02,103.59,96.87,58.73,96.14,75.94,69.13,63.08,60.67,56.63,53.08,49.15,46.06,42.13,38.71,38.66,32.48,28.74,27.95,24.86,27.38,26.73,21.73,20.87,21.09,18.89,18.38,18.44,15.64,14.85,12.05,66.52,105.32,84.59,67.92,87.55,66.77,63.92,52.29,59.76,67.57,63.32,65.75,48.12,55.27,41.07,34.04,32.25,28.79,26.62,31.59,26.58,22.45,20.94,22.36,20.56,18.97,17.31,18.08,17.29,16.46,14.85,,43.16,24.87,0.576
401.02,399.89,400.11,359.18,378.40,375.99,391.88,378.68,373.09,388.44,200.52,232.26,382.03,380.32,379.84,366.17,377.54,375.03,385.89,379.23,336.84,333.27,370.63,361.12,349.39,352.02,334.94,254.66,221.91,277.12,343.01,396.25,398.48,408.30,402.11,399.13,398.53,395.53,392.35,388.38,390.45,399.00,385.83,247.43,377.24,343.79,383.49,382.26,363.92,363.01,279.32,322.27,346.87,351.63,363.23,355.60,357.19,365.86,353.23,349.95,340.34,340.63,431.40,422.31,348.30,382.62,286.67,385.45,384.59,391.75,395.38,394.09,397.71,402.53,397.14,395.81,291.77,383.59,363.69,347.24,380.46,384.38,381.15,372.41,367.39,361.70,354.81,364.31,366.86,365.07,361.47,354.39,199.07,397.80,396.94,408.62,271.35,399.90,404.37,408.99,407.68,412.27,403.90,401.28,399.61,387.09,389.09,396.49,395.26,388.55,385.47,379.98,376.96,373.59,377.11,363.87,366.72,355.45,349.84,344.72,339.90,338.38,255.69,293.48,299.02,408.21,403.19,402.17,400.29,412.06,411.54,403.93,397.43,384.96,238.12,372.33,304.55,392.95,391.35,383.62,212.97,387.66,327.17,375.55,358.87,370.35,368.14,359.81,357.79,348.77,360.13,353.06,348.81,333.60,299.44,,363.46,44.78,0.123
626.74,627.03,628.26,624.95,610.75,622.01,625.33,607.63,611.28,623.15,221.99,511.70,641.30,637.20,619.32,616.20,619.01,617.22,631.33,627.32,627.17,537.94,626.27,617.47,611.63,601.27,575.32,562.38,522.77,489.04,609.76,620.92,625.01,639.30,632.72,630.87,630.09,628.79,625.80,622.62,626.68,638.95,623.11,425.52,625.61,619.40,628.43,626.25,620.92,610.74,617.61,616.36,618.17,611.19,616.47,617.01,618.38,621.79,619.18,612.43,604.58,588.61,664.93,652.55,632.33,623.90,618.78,612.11,612.63,623.09,629.48,629.71,634.79,644.19,637.60,637.71,593.03,622.85,573.77,620.12,611.77,635.61,627.27,616.92,613.35,613.92,612.19,613.12,627.93,627.77,601.17,603.70,378.05,620.58,600.99,637.22,426.07,629.28,635.49,643.16,642.91,651.55,649.92,647.03,649.20,647.62,645.85,644.05,642.50,638.51,639.23,631.51,626.04,621.45,626.11,607.31,612.63,597.90,592.39,586.94,601.49,602.20,518.87,546.34,618.33,633.82,630.01,630.08,629.42,645.87,644.50,637.74,630.70,615.72,580.53,575.06,537.28,642.99,641.53,546.72,361.21,630.96,513.19,618.35,616.07,619.58,616.63,610.62,613.03,594.38,613.02,614.85,605.69,589.91,341.86,,605.82,58.50,0.097
766.70,769.07,770.59,774.13,765.71,725.96,772.43,750.10,755.80,770.21,540.69,726.32,791.75,786.18,769.10,771.59,769.36,769.05,788.82,787.80,776.46,716.67,786.26,777.71,773.93,756.14,700.60,728.98,728.61,730.81,768.16,760.41,765.62,782.40,776.46,774.86,773.56,774.17,770.94,769.31,773.50,787.96,770.47,531.41,776.32,756.29,780.47,777.33,772.32,763.77,769.86,768.52,772.05,768.74,771.54,775.20,779.05,782.35,776.00,778.81,773.21,744.81,807.79,794.54,774.29,754.46,761.01,752.60,753.89,766.76,774.45,776.31,764.93,793.61,785.97,779.20,786.64,770.72,762.52,771.11,785.66,789.22,778.71,768.10,766.57,770.42,764.72,767.68,784.78,785.60,774.60,758.15,741.48,759.64,761.65,779.51,550.90,771.75,779.14,787.79,789.38,800.06,798.03,794.11,802.85,801.86,798.99,800.37,800.97,791.16,793.34,781.91,777.78,774.01,778.54,759.90,765.64,748.82,742.83,739.36,755.11,764.56,616.37,745.51,472.03,773.18,770.68,770.84,772.27,790.73,790.42,782.80,775.50,758.89,732.82,723.61,752.79,797.19,794.01,769.94,596.92,781.32,715.07,768.49,767.42,774.40,773.14,761.57,767.85,765.64,773.49,775.20,767.01,740.75,726.91,,761.45,46.91,0.062
820.84,824.49,815.87,830.12,822.69,779.50,831.43,808.20,814.16,829.31,726.28,735.68,851.26,844.37,829.96,832.34,830.52,831.00,849.86,859.35,775.15,800.16,856.43,848.56,839.14,821.59,802.72,797.69,800.04,679.06,840.59,814.74,820.58,837.29,832.82,831.10,830.22,831.90,828.81,828.53,832.47,847.61,830.06,741.02,837.02,828.35,842.18,838.58,833.88,805.75,830.23,829.30,837.56,832.46,834.58,840.36,842.25,845.95,846.07,838.56,837.85,812.02,862.22,848.07,829.80,817.22,817.50,807.94,809.63,822.77,831.35,834.30,817.51,851.96,844.46,844.36,850.77,829.87,823.71,831.67,836.13,850.40,839.46,829.44,829.55,839.25,827.80,832.03,848.58,850.67,840.40,821.64,806.50,813.97,810.99,834.22,779.96,826.68,834.21,843.55,847.08,858.34,855.84,852.04,862.32,860.97,857.39,857.64,859.29,852.11,852.50,844.70,838.79,835.93,840.68,823.30,827.77,811.93,808.19,803.61,827.19,830.92,712.83,816.07,612.45,826.50,825.72,826.32,828.76,847.53,847.21,840.11,831.71,815.38,806.94,772.83,812.12,854.36,853.37,829.24,746.44,840.81,836.58,829.60,828.93,839.12,833.69,825.91,831.44,837.30,841.65,846.69,836.32,820.86,815.40,,825.79,32.01,0.039
