0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,95% Conf. Int.,,0.00,0.00,Difference:,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,,0.00
28.13,20.77,30.70,28.95,32.66,28.53,26.81,22.95,7.36,25.94,18.91,28.54,13.55,12.96,14.37,9.12,20.33,18.79,23.39,23.08,22.51,25.39,15.49,17.52,8.44,23.68,25.47,18.44,13.98,16.87,25.16,27.26,18.33,17.21,10.02,15.46,22.48,26.07,23.58,9.08,9.33,20.87,25.98,20.52,23.30,26.49,14.83,17.52,20.23,20.21,18.13,20.14,20.59,18.92,17.36,19.90,18.86,16.56,17.24,17.46,27.69,24.71,30.89,29.00,25.63,10.34,28.66,21.76,30.65,24.94,30.05,24.52,26.25,28.38,21.02,19.95,16.28,22.34,21.83,25.48,25.09,20.64,25.29,19.58,22.07,23.39,20.59,20.23,14.88,20.58,29.29,29.00,20.74,28.38,25.79,21.67,16.08,23.91,9.63,15.19,17.97,26.01,26.19,21.37,22.55,16.58,20.37,18.72,22.85,25.90,26.26,24.90,24.76,20.26,19.67,19.99,20.80,20.18,20.56,15.67,24.19,23.00,23.29,20.37,17.01,23.89,17.28,22.99,20.20,20.01,26.49,24.33,23.97,27.00,25.43,24.04,17.61,24.52,17.15,18.95,17.73,20.27,18.36,20.87,20.33,20.30,19.99,18.41,15.51,18.64,,21.26,5.03,0.237,,,11.39,31.12,,19.73
263.34,259.30,260.40,266.13,276.04,267.43,219.28,180.03,104.24,105.81,91.77,141.52,81.27,48.37,137.59,39.14,53.31,121.14,169.19,83.46,153.62,204.25,44.70,78.09,81.18,192.51,243.37,85.24,120.72,96.36,245.11,258.96,94.15,140.54,135.34,73.10,156.56,242.09,209.04,75.28,59.94,103.33,185.98,170.25,161.58,124.67,175.91,188.77,178.56,124.86,121.17,151.07,185.34,137.98,152.09,159.00,156.57,84.81,120.33,154.64,239.35,222.26,259.39,233.29,255.07,136.09,181.55,200.94,263.02,181.80,251.00,238.68,231.14,257.01,203.44,44.60,51.04,98.54,160.74,122.33,193.25,213.05,202.80,211.31,194.69,218.06,89.78,78.62,111.79,249.84,236.44,269.15,115.42,252.86,234.66,220.23,134.14,128.83,54.51,48.91,101.92,191.17,230.12,117.62,181.32,53.26,102.87,73.35,166.30,165.86,150.72,218.52,245.76,105.63,111.37,103.06,155.51,125.82,146.83,96.05,224.10,178.21,199.86,104.10,87.79,200.21,130.74,235.22,170.90,183.52,217.83,176.08,230.09,222.03,219.95,162.61,180.08,173.58,135.72,145.66,202.26,194.54,180.78,174.83,207.52,195.94,198.22,145.69,214.62,181.47,,164.02,61.76,0.377,,,42.97,285.07,,242.10
522.82,498.51,480.33,516.36,490.25,501.98,421.65,498.92,295.51,288.46,172.49,267.44,197.33,102.94,389.24,83.78,112.69,326.57,367.53,284.62,204.87,464.75,107.54,154.72,167.35,504.81,476.10,264.71,323.70,284.36,363.79,501.66,218.34,330.19,168.50,139.40,444.63,495.54,475.32,140.79,99.34,413.92,401.87,262.03,388.35,199.38,409.27,374.51,380.11,222.97,321.36,292.10,367.40,268.88,222.41,313.15,354.51,345.30,152.46,340.97,506.15,476.43,500.71,492.96,472.08,180.03,511.31,280.12,474.30,454.98,397.72,507.44,513.16,512.35,388.83,200.10,178.42,324.35,302.66,332.51,385.94,357.69,469.09,410.03,482.92,437.88,385.57,128.95,328.37,482.75,511.69,523.47,269.90,516.14,415.00,410.65,313.44,333.19,170.74,104.66,223.92,502.23,369.52,189.06,231.37,89.36,261.10,94.99,408.89,441.40,444.91,470.24,461.59,216.54,228.56,269.31,441.62,334.21,278.72,237.77,434.90,421.71,440.24,127.35,213.72,392.07,345.66,454.59,421.97,466.12,458.30,463.57,430.73,427.71,475.04,391.60,381.91,354.68,268.23,390.03,367.51,441.87,362.71,432.34,444.58,455.83,402.67,360.81,428.79,460.93,,351.59,122.35,0.348,,,111.79,591.39,,479.60
684.27,634.84,642.86,703.02,687.83,604.22,501.17,658.03,470.15,678.72,275.72,262.47,406.17,103.17,457.47,111.81,343.40,534.11,447.65,476.54,410.32,585.91,191.07,226.13,317.29,685.21,666.33,359.61,524.89,426.81,598.13,686.31,258.20,650.76,434.66,207.52,672.92,677.55,396.71,198.64,120.39,378.47,393.20,330.86,516.89,447.38,636.59,515.90,503.45,248.93,523.81,519.40,541.68,544.21,336.51,380.94,502.29,480.80,194.13,566.53,671.59,684.20,684.18,654.69,683.59,269.51,699.62,381.94,647.38,284.17,554.91,696.41,693.50,692.45,590.86,434.38,485.84,549.57,418.52,646.12,674.21,605.93,653.21,580.43,618.34,626.93,574.93,132.96,438.04,636.29,674.03,706.57,557.54,645.72,561.74,663.10,680.15,648.24,195.42,122.64,324.69,642.17,555.99,472.13,302.29,133.19,457.08,159.70,576.08,499.33,578.44,654.22,605.43,434.39,259.90,304.63,589.57,527.37,565.81,425.42,656.37,616.21,637.31,258.19,510.45,604.25,609.93,645.97,553.97,655.80,671.89,651.70,674.50,572.20,627.36,489.36,496.29,494.98,315.48,618.50,471.52,619.77,492.22,580.33,619.18,651.53,579.46,552.13,651.54,666.03,,508.49,161.56,0.318,,,191.83,825.15,,633.32
817.32,806.24,791.98,813.33,800.83,657.27,679.94,739.04,726.66,807.67,535.66,397.55,310.47,219.78,355.55,143.12,722.80,753.21,470.57,681.30,589.97,716.50,232.88,320.18,222.05,782.54,740.09,467.40,605.87,527.95,657.55,799.17,303.74,747.47,428.80,276.94,781.25,728.61,578.58,151.57,139.07,376.74,767.92,431.31,773.40,470.03,738.80,740.91,702.95,478.79,427.82,521.33,411.01,691.42,452.58,469.01,647.94,411.93,305.73,775.63,804.01,811.77,814.35,783.33,787.37,376.47,715.04,617.08,754.12,296.48,692.90,779.74,669.24,795.67,518.71,692.95,218.80,739.42,766.07,777.18,800.13,786.32,796.68,748.21,741.72,752.66,795.09,214.72,675.63,562.76,815.00,822.21,783.08,812.75,594.37,744.02,608.32,786.89,299.81,140.52,563.80,633.01,567.76,431.90,378.35,148.45,413.60,207.25,754.99,583.57,485.45,792.77,666.49,551.23,295.64,412.30,542.44,708.06,775.88,589.42,767.67,728.36,718.53,512.92,424.87,724.69,736.12,787.26,590.57,789.74,741.72,784.31,779.04,675.11,767.28,586.23,611.15,728.21,371.52,653.47,685.45,737.55,717.29,776.21,745.87,783.48,754.20,751.08,782.32,780.49,,612.07,192.14,0.314,,,235.47,988.67,,753.20
861.12,837.10,856.11,864.27,845.71,829.17,837.53,794.43,818.36,806.45,752.79,514.44,307.29,292.05,493.43,197.97,757.02,553.15,667.76,628.05,453.87,707.46,215.76,459.65,284.42,811.64,776.85,508.78,792.22,552.55,793.79,849.85,737.67,821.75,590.78,420.69,838.92,759.24,693.00,267.41,149.43,423.71,832.44,569.68,802.17,738.34,767.35,784.43,598.08,654.29,545.48,661.20,787.01,743.22,713.51,424.29,483.80,608.11,374.29,817.11,833.00,839.54,854.16,847.32,850.97,256.37,647.68,696.39,794.76,562.50,807.41,484.21,711.38,848.04,822.69,640.36,165.54,755.67,813.88,838.75,810.20,843.94,839.92,726.10,807.52,847.98,821.79,245.90,796.59,620.99,863.19,865.48,854.35,842.32,639.88,806.37,576.11,713.71,299.59,166.62,665.33,485.12,383.60,307.07,316.25,157.45,409.07,283.21,821.42,671.73,591.02,827.99,714.47,574.40,306.38,381.30,571.60,636.68,807.68,813.29,857.32,773.70,845.83,695.44,416.04,782.66,836.30,844.36,403.18,837.81,797.32,841.12,832.17,725.11,781.42,651.05,655.11,734.88,465.49,798.01,643.80,828.45,750.61,839.51,822.52,808.22,825.92,839.23,843.57,844.35,,664.89,199.12,0.299,,,274.61,1055.16,,780.55
